time,open,high,low,close,Plot,Plot,"BTCUSDTPERP, BINANCE: Open","BTCUSDTPERP, BINANCE: High","BTCUSDTPERP, BINANCE: Low","BTCUSDTPERP, BINANCE: Close",Volume,Volume MA,EMA,EMA,Histogram,MACD,Signal,Hist,MacNorm,Plot,Trigger,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
1607950800,19113.04,19195,19060.05,19177.28,19154.94072,19154.94072,19113.04,19195,19060.05,19177.28,7713.082,7690.9756,18983.43041,19144.25014,-21.60012383,29.66145442,51.26157826,0.007828628,-0.98880317,NaN,-0.996631798,53.46222236,53.25221343,NaN,NaN
1607954400,19177.28,19222.52,19084.67,19216.72,19163.76633,19163.76633,19177.28,19222.52,19084.67,19216.72,9333.029,7866.01145,18992.57902,19150.83831,-15.05853885,32.4384047,47.49694355,0.037306286,-0.949820674,NaN,-0.98712696,55.57698959,53.62770483,NaN,NaN
1607958000,19216.72,19299,19172.5,19198.09,19168.66971,19168.66971,19216.72,19299,19172.5,19198.09,13875.355,8301.3978,19000.63827,19155.13392,-11.79095027,32.75825571,44.54920598,0.038808292,-0.937455989,NaN,-0.976264282,54.32128467,53.80261522,NaN,NaN
1607961600,19198.09,19233.03,19112,19149.72,19165.96261,19165.96261,19198.09,19233.03,19112,19149.72,8771.6,8340.3514,19006.48462,19154.64175,-12.61779496,28.77696228,41.39475724,0.003304852,-0.969994276,NaN,-0.973299127,51.09348887,52.98675885,NaN,NaN
1607965200,19149.72,19165.96,19105,19135.86,19161.66224,19161.66224,19149.72,19165.96,19105,19135.86,3250.03,8298.7005,19011.55816,19152.93431,-13.73650045,24.22413168,37.96063213,-0.022998088,-1,NaN,-0.977001912,50.17350068,52.29769291,NaN,NaN
1607968800,19135.86,19237.46,19135.86,19232.37,19171.76335,19171.76335,19135.86,19237.46,19135.86,19232.37,7025.953,7969.0114,19020.21745,19160.15574,-7.904630429,28.07984409,35.98447452,0.018403165,-0.952524153,NaN,-0.970927318,56.10092273,52.59775153,NaN,NaN
1607972400,19232.37,19232.97,19158,19166.1,19170.9543,19170.9543,19232.37,19232.97,19158,19166.1,3881.954,7813.81575,19025.93833,19160.69613,-8.39221366,25.49420744,33.8864211,-0.002294049,-0.972121201,NaN,-0.969827152,51.56476779,52.7352094,NaN,NaN
1607976000,19166.5,19211,19120,19204.73,19175.7794,19175.7794,19166.5,19211,19120,19204.73,4577.694,7655.4653,19032.94977,19164.69921,-6.101547355,26.25948691,32.36103427,0.008729684,-0.957740738,NaN,-0.966470423,53.90451371,52.60282589,NaN,NaN
1607979600,19204.73,19215,19141,19188.28,19177.5652,19177.5652,19204.73,19215,19141,19188.28,3961.466,7547.1287,19039.04115,19166.84292,-5.69077884,25.24756072,30.93833956,0.002742626,-0.962202517,NaN,-0.964945144,52.73624592,52.6013779,NaN,NaN
1607983200,19188.28,19293.22,19180,19285.42,19192.97303,19192.97303,19188.28,19293.22,19180,19285.42,5671.678,7352.32165,19048.70307,19177.62265,0.782191864,31.91607939,31.13388752,0.060744121,-0.888843981,NaN,-0.949588102,58.46138638,52.78280811,NaN,NaN
1607986800,19285.7,19355.35,19231.37,19270.7,19204.07688,19204.07688,19285.7,19355.35,19231.37,19270.7,11068.67,7409.61125,19057.40883,19186.08423,3.575082989,35.60274126,32.02765827,0.080636669,-0.847558638,NaN,-0.928195306,57.32815065,53.049968,NaN,NaN
1607990400,19270.71,19411,19246.22,19406.6,19233.00875,19233.00875,19270.71,19411,19246.22,19406.6,9616.337,7257.5104,19071.1026,19206.13112,13.51903175,48.92644795,35.40741621,0.171890834,-0.709590549,NaN,-0.881481383,64.2233543,54.16629671,NaN,NaN
1607994000,19405.34,19509.93,19328,19469.99,19266.86322,19266.86322,19405.34,19509.93,19328,19469.99,11836.729,7568.00705,19086.74524,19230.11829,22.76561525,63.86443527,41.09882002,0.251230245,-0.558353476,NaN,-0.809583722,66.90930193,55.40638795,NaN,NaN
1607997600,19470,19598,19458.8,19479.28,19297.20847,19297.20847,19470,19598,19458.8,19479.28,19467.919,8205.14485,19102.13876,19252.76935,27.58595949,75.58126938,47.99530989,0.280958837,-0.442755127,NaN,-0.723713964,67.29679848,56.65378058,NaN,NaN
1608001200,19477.49,19520.88,19422,19488.76,19324.57298,19324.57298,19477.49,19520.88,19422,19488.76,7971.63,8297.8397,19117.30038,19274.22305,29.32858366,84.65603947,55.32745581,0.276933419,-0.355928725,NaN,-0.632862145,67.7123035,57.67164351,NaN,NaN
1608004800,19488.76,19506.4,19172,19188.46,19305.12827,19305.12827,19488.76,19506.4,19172,19188.46,20138.005,8949.43575,19120.09096,19266.42641,9.21451962,66.84560533,57.63108571,0.05149125,-0.540738759,NaN,-0.592230009,47.23799839,57.07600129,NaN,NaN
1608008400,19188.45,19260,19039.64,19134.12,19280.69851,19280.69851,19188.45,19260,19039.64,19134.12,24245.891,9830.42865,19120.64111,19254.39855,-7.868889853,47.7949734,55.66386325,-0.13491766,-0.734942572,NaN,-0.600024912,44.60944165,56.38229821,NaN,NaN
1608012000,19134.14,19219.5,19100,19188,19267.45587,19267.45587,19134.14,19219.5,19100,19188,10050.838,9904.71505,19123.28264,19248.36232,-15.23292083,36.62271221,51.85563304,-0.211338597,-0.846401209,NaN,-0.635062613,47.71605264,56.14105277,NaN,NaN
1608015600,19188,19227.38,19147.35,19197.15,19257.41217,19257.41217,19188,19227.38,19147.35,19197.15,5366.413,9821.0066,19126.1794,19243.70665,-18.93884419,28.18207781,47.12092199,-0.239446268,-0.928549628,NaN,-0.68910336,48.24689519,56.00343809,NaN,NaN
1608019200,19197.14,19219.99,19105,19135.89,19240.05186,19240.05186,19197.14,19219.99,19105,19135.89,7991.21,9790.77415,19126.56021,19233.90514,-24.60790218,16.36104427,40.96894645,-0.243448167,-1,NaN,-0.756551833,44.95591841,55.20736635,NaN,NaN
1608022800,19135.88,19210.02,19070,19183.61,19231.98874,19231.98874,19135.88,19210.02,19070,19183.61,9072.473,9858.7437,19128.79745,19229.33285,-24.19929815,10.71982376,34.91912191,-0.179387279,-1,NaN,-0.820612721,47.9351755,54.94810976,NaN,NaN
1608026400,19183.61,19352,19120,19309.54,19243.06749,19243.06749,19183.61,19352,19120,19309.54,15904.465,10187.3155,19135.8854,19236.62441,-14.95641843,16.22359887,31.1800173,-0.074011901,-0.940289959,NaN,-0.866278057,54.87610155,55.01750889,NaN,NaN
1608030000,19309.55,19336,19238,19293.58,19250.28356,19250.28356,19309.55,19336,19238,19293.58,9238.81,9955.48825,19142.0695,19241.80219,-9.681912501,19.07762668,28.75953918,-0.010846016,-0.907804925,NaN,-0.89695891,53.89545275,55.10030938,NaN,NaN
1608033600,19292.81,19385,19255,19291.76,19256.20877,19256.20877,19292.81,19385,19255,19291.76,10364.031,10035.1098,19147.93971,19246.34381,-6.246755892,20.95109431,27.19785021,0.027143911,-0.885750533,NaN,-0.912894443,53.77743332,54.7657413,NaN,NaN
1608037200,19291.75,19351.39,19265,19351.25,19269.78609,19269.78609,19291.75,19351.39,19265,19351.25,5812.719,10163.24425,19155.91267,19255.88074,-0.217645802,26.92579295,27.14343876,0.080155252,-0.824688501,NaN,-0.904843753,57.08541829,54.74840328,NaN,NaN
1608040800,19351.26,19444,19261,19336,19279.24522,19279.24522,19351.26,19444,19261,19336,15922.032,10608.0482,19162.97491,19263.16431,2.352012029,30.08345379,27.73144176,0.092691568,-0.791067249,NaN,-0.883758818,55.97943506,54.1595519,NaN,NaN
1608044400,19336,19436,19335.84,19405.8,19297.32447,19297.32447,19336,19436,19335.84,19405.8,9061.965,10867.04875,19172.49747,19276.13119,8.040978091,37.78266438,29.74168629,0.137791688,-0.706776912,NaN,-0.8445686,59.81684057,53.65294752,NaN,NaN
1608048000,19405.81,19428,19333,19361.31,19306.46526,19306.46526,19405.81,19428,19333,19361.31,7821.693,11029.2487,19179.90188,19283.87472,8.074793307,39.83517792,31.76038461,0.136367914,-0.663447309,NaN,-0.799815224,56.43963171,52.87743561,NaN,NaN
1608051600,19361.32,19420,19350,19398.47,19319.6088,19319.6088,19361.32,19420,19350,19398.47,4462.281,11054.28945,19188.47318,19294.29247,9.754605044,43.95364092,34.19903587,0.139135404,-0.611410181,NaN,-0.750545585,58.54491361,52.22262205,NaN,NaN
1608055200,19398.48,19549.99,19390,19532.01,19349.95183,19349.95183,19398.48,19549.99,19390,19532.01,11486.176,11345.01435,19201.94521,19315.90315,18.50655073,57.33222428,38.82567355,0.239861107,-0.434710165,NaN,-0.674571272,65.07698337,53.49683526,NaN,NaN
1608058800,19532.02,19548.49,19462.52,19533.19,19376.12871,19376.12871,19532.02,19548.49,19462.52,19533.19,7770.443,11180.103,19214.9352,19335.6565,22.74329535,67.25479274,44.51149739,0.324587115,-0.249537259,NaN,-0.574124374,65.12926985,54.96253727,NaN,NaN
1608062400,19533.2,19549.97,19470,19494.6,19393.05318,19393.05318,19533.2,19549.97,19470,19494.6,4258.415,10912.2069,19225.90245,19350.10591,21.3380372,71.18404389,49.84600669,0.342498582,-0.120776878,NaN,-0.46327546,61.86704118,55.97332217,NaN,NaN
1608066000,19494.61,19516.15,19340.64,19423.09,19397.34415,19397.34415,19494.61,19516.15,19340.64,19423.09,11066.393,10873.6901,19233.63529,19356.74083,14.32063578,67.74680141,53.42616564,0.292454999,-0.066632104,NaN,-0.359087103,56.24494384,56.54461136,NaN,NaN
1608069600,19423.09,19491.33,19380,19458.83,19406.12784,19406.12784,19423.09,19491.33,19380,19458.83,4386.74,10119.63115,19242.46646,19366.02166,10.96532028,67.13281598,56.16749571,0.271789369,0.015018015,NaN,-0.256771354,58.28527585,57.49670832,NaN,NaN
1608073200,19458.83,19471.28,19350,19424.91,19408.81101,19408.81101,19458.83,19471.28,19350,19424.91,5430.446,9992.57195,19249.62111,19371.37515,5.610689824,63.18085799,57.57016816,0.259902696,0.104729178,NaN,-0.155173518,55.6337439,58.04660606,NaN,NaN
1608076800,19424.9,19451.52,19274.55,19361.02,19401.98372,19401.98372,19424.9,19451.52,19274.55,19361.02,10471.169,9509.23015,19253.98969,19370.43377,-2.641777215,54.26794664,56.90972386,0.107696036,0.016584915,NaN,-0.091111121,50.93366981,57.76500379,NaN,NaN
1608080400,19361.03,19418.91,19310.32,19383.56,19399.35176,19399.35176,19361.03,19418.91,19310.32,19383.56,5361.104,8564.9908,19259.07088,19371.62707,-6.756162299,48.46452098,55.22068328,0.064522856,0.022603051,NaN,-0.041919805,52.45960099,57.66244295,NaN,NaN
1608084000,19383.57,19488,19383.56,19441.99,19405.44294,19405.44294,19383.57,19488,19383.56,19441.99,7109.126,8417.9052,19266.24418,19378.0237,-5.7553803,48.02645791,53.78183821,0.021519163,0.011280627,NaN,-0.010238536,56.25732472,57.83957805,NaN,NaN
1608087600,19441.99,19456.14,19320,19343.8,19396.63681,19396.63681,19441.99,19456.14,19320,19343.8,7056.906,8502.42985,19269.28558,19374.91245,-11.58297815,39.30311552,50.88609367,-0.185409125,-0.225075116,NaN,-0.03966599,49.15151588,57.27287074,NaN,NaN
1608091200,19343.81,19388.48,19294.82,19353.61,19390.49012,19390.49012,19343.81,19388.48,19294.82,19353.61,5507.894,8378.26405,19272.59242,19372.97586,-14.46627225,32.80325336,47.26952561,-0.289005289,-0.397177833,NaN,-0.108172544,49.83328378,56.83385993,NaN,NaN
1608094800,19353.61,19412.2,19335,19368.57,19387.35867,19387.35867,19353.61,19412.2,19335,19368.57,5032.557,8176.26825,19276.35625,19372.57533,-14.99135423,28.53033283,43.52168705,-0.310972954,-0.506169479,NaN,-0.195196525,50.91412609,56.19795176,NaN,NaN
1608098400,19368.57,19453.8,19343.5,19423.44,19392.51315,19392.51315,19368.57,19453.8,19343.5,19423.44,5739.445,7668.01725,19282.12424,19377.19939,-11.42969758,29.23456508,40.66426266,-0.210226227,-0.478310697,NaN,-0.268084471,54.76377454,56.07824767,NaN,NaN
1608102000,19423.45,19450,19393.46,19419.51,19396.36984,19396.36984,19423.45,19450,19393.46,19419.51,3647.261,7388.4398,19287.51192,19381.04581,-9.219688295,29.13965229,38.35934058,-0.142516167,-0.473347538,NaN,-0.330831371,54.43448274,55.78464547,NaN,NaN
1608105600,19419.5,19487.5,19370,19479.15,19408.19558,19408.19558,19419.5,19487.5,19370,19479.15,6348.196,7187.64805,19295.02714,19389.96437,-3.894815313,33.49082144,37.38563676,0.009593285,-0.348078638,NaN,-0.357671923,58.51152132,55.31568389,NaN,NaN
1608109200,19479.15,19534.63,19427.08,19518.83,19424.0005,19424.0005,19479.15,19534.63,19427.08,19518.83,7098.786,7251.9514,19303.80372,19401.67943,1.838331753,39.68355145,37.84521969,0.164341203,-0.175616436,NaN,-0.339957639,61.01110758,55.02152944,NaN,NaN
1608112800,19518.83,19850,19493.51,19811.65,19479.379,19479.379,19518.83,19850,19493.51,19811.65,33677.821,8139.74085,19323.71926,19438.94948,23.67744955,67.44203163,43.76458208,0.744221347,0.576715526,NaN,-0.167505821,73.63478111,55.8620823,NaN,NaN
1608116400,19811.65,19897.7,19643.01,19748.84,19517.87343,19517.87343,19811.65,19897.7,19643.01,19748.84,24041.154,8888.7003,19340.39066,19467.12135,31.71719366,83.41107415,51.6938805,0.918307502,0.994495978,NaN,0.076188476,68.51069993,56.73820773,NaN,NaN
1608120000,19748.84,19927.16,19691.5,19770.51,19553.96436,19553.96436,19748.84,19927.16,19691.5,19770.51,27920.878,9893.65955,19357.25809,19494.70213,36.00532734,96.70053967,60.69521233,0.700405632,0.999424975,NaN,0.299019343,69.30434213,57.52528389,NaN,NaN
1608123600,19770.02,20565.69,19770.02,20354.12,19668.27231,19668.27231,19770.02,20565.69,19770.02,20354.12,59627.769,12651.93395,19396.35071,19572.83103,73.49686782,152.5662971,79.06942929,0.504963325,0.999646783,NaN,0.494683459,82.26697229,59.42765735,NaN,NaN
1608127200,20356.5,20877.09,20251,20673.27,19811.84341,19811.84341,20356.5,20877.09,20251,20673.27,59004.293,15027.8398,19446.42598,19672.87094,112.7895583,220.0563772,107.2668189,0.340428046,0.999757145,NaN,0.659329099,85.7987904,61.91802311,NaN,NaN
1608130800,20673.27,20747,20545,20666.5,19933.93721,19933.93721,20673.27,20747,20545,20666.5,23078.154,15793.22535,19494.27202,19763.20085,130.0948638,269.8853986,139.7905348,0.209282456,0.999800914,NaN,0.790518458,85.41018966,64.27163658,NaN,NaN
1608134400,20666.49,20891,20633.45,20867.5,20067.30332,20067.30332,20666.49,20891,20633.45,20867.5,27246.113,16942.61025,19548.12409,19863.59168,145.674613,321.8838011,176.2091881,0.110964707,0.99983177,NaN,0.888867062,87.2557521,66.48580997,NaN,NaN
1608138000,20867.49,20873,20594.53,20650.4,20150.60285,20150.60285,20867.49,20873,20594.53,20650.4,18754.908,17327.036,19591.3506,19935.11971,132.3419138,341.6365803,209.2946665,0.045359597,0.999839491,NaN,0.954479894,76.06380624,68.40811642,NaN,NaN
1608141600,20650.4,20744.8,20550,20596.32,20214.27673,20214.27673,20650.4,20744.8,20550,20596.32,9939.219,17604.65995,19630.76117,19995.22883,111.6882956,348.905036,237.2167404,0.009701476,0.999840707,NaN,0.990139232,73.5335832,70.10099495,NaN,NaN
1608145200,20596.32,20774.95,20559.13,20737.75,20289.05862,20289.05862,20596.32,20774.95,20559.13,20737.75,8682.999,17767.2876,19674.17249,20062.73075,99.75119528,361.9057345,262.1545392,0.000166558,0.999844645,NaN,0.999678088,75.8006962,71.8786071,NaN,NaN
1608148800,20737.75,20843.03,20729.01,20804.2,20362.65025,20362.65025,20737.75,20843.03,20729.01,20804.2,10023.655,17744.9119,19718.4873,20130.13705,88.89080044,373.2680398,284.3772393,3.30092E-05,0.999847693,NaN,0.999814684,76.80598774,73.4530509,NaN,NaN
1608152400,20804.21,21327.22,20729.7,21204.63,20482.93307,20482.93307,20804.21,21327.22,20729.7,21204.63,34178.993,19185.80635,19776.7674,20227.81823,100.3858068,409.8594979,309.4736911,2.55231E-05,0.999860422,NaN,0.999834899,81.73111542,75.40281038,NaN,NaN
1608156000,21205.51,21470.64,21200.13,21376,20610.51406,20610.51406,21205.51,21470.64,21200.13,21376,30762.525,20368.4763,19839.48241,20332.19839,110.4432847,447.527797,337.0845122,2.36595E-05,0.999871266,NaN,0.999847606,83.35964985,77.1776767,NaN,NaN
1608159600,21376.01,21600,21201.5,21346.8,20715.69777,20715.69777,21376.01,21600,21201.5,21346.8,28991.087,21465.18535,19898.5929,20424.4349,106.0208866,469.6106205,363.5897339,1.98195E-05,0.999876114,NaN,0.999856294,82.01803757,78.6781717,NaN,NaN
1608163200,21346.81,21413.56,21231.5,21396.91,20813.0138,20813.0138,21346.81,21413.56,21231.5,21396.91,17147.94,22047.18765,19957.35043,20512.84173,97.57434804,485.5576689,387.9833209,1.60327E-05,0.999878936,NaN,0.999862903,82.53744152,79.31407602,NaN,NaN
1608166800,21396.9,21918.22,21396.9,21728.14,20943.74611,20943.74611,21396.9,21918.22,21396.9,21728.14,36134.52,23602.2858,20026.79316,20623.32339,104.7663676,518.9412804,414.1749128,1.66994E-05,0.999885863,NaN,0.999869164,85.51566152,80.52871613,NaN,NaN
1608170400,21728.14,22025.9,21658.01,21927.59,21084.29524,21084.29524,21728.14,22025.9,21658.01,21927.59,26905.845,24660.6058,20101.33421,20741.89308,112.7346395,555.0932122,442.3585727,1.69264E-05,0.99989247,NaN,0.999875544,86.95804476,81.78969489,NaN,NaN
1608174000,21927.58,22222,21723.94,21768.35,21182.01735,21182.01735,21927.58,22222,21723.94,21768.35,41453.38,26550.91175,20166.70738,20835.20734,97.6240384,564.3886207,466.7645823,1.21782E-05,0.999893038,NaN,0.99988086,80.09975251,81.63489348,NaN,NaN
1608177600,21768.72,21924.56,21742.86,21802.71,21270.68773,21270.68773,21768.72,21924.56,21742.86,21802.71,10679.398,26767.47185,20230.86435,20923.16213,80.97276428,567.9805376,487.0077734,-0.008192591,0.989642268,NaN,0.997834859,80.45790098,81.25340138,NaN,NaN
1608181200,21802.71,22354,21801,22303.67,21418.25662,21418.25662,21802.71,22354,21801,22303.67,24649.968,27645.03095,20312.15084,21048.66285,93.82148211,604.284626,510.4631439,0.001831516,0.9998983,NaN,0.998066784,84.76342916,81.2072042,NaN,NaN
1608184800,22303.66,22434.34,22066,22183.87,21527.62996,21527.62996,22303.66,22434.34,22066,22183.87,30136.314,27467.9556,20385.55159,21151.8635,84.65738123,616.2848704,531.6274892,0.001601496,0.999899276,NaN,0.99829778,80.21214642,80.70408951,NaN,NaN
1608188400,22183.85,22513.49,22117.14,22495.01,21665.82711,21665.82711,22183.85,22513.49,22117.14,22495.01,25448.002,27538.298,20468.27545,21273.96772,89.4851021,643.4838668,553.9987647,0.001374175,0.99990279,NaN,0.998528615,82.79584765,81.18494961,NaN,NaN
1608192000,22495,23034,22406.93,22921.36,21845.18895,21845.18895,22495,23034,22406.93,22921.36,62836.424,29284.0753,20564.47485,21423.73066,109.9780271,691.4712986,581.4932715,0.001149031,0.999909028,NaN,0.998759997,85.57522628,82.04506697,NaN,NaN
1608195600,22921.81,23888.04,22300,22702.96,21967.72767,21967.72767,22921.81,23888.04,22300,22702.96,129780.832,32791.72845,20648.33701,21540.02424,97.81822459,703.7660522,605.9478276,0.000918902,0.99990968,NaN,0.998990778,78.57266425,82.24306469,NaN,NaN
1608199200,22702.95,22964,22438.07,22656.15,22066.07372,22066.07372,22702.95,22964,22438.07,22656.15,40412.801,31862.15385,20727.07478,21641.49021,76.55728748,701.644437,625.0871495,-0.022698668,0.97067534,NaN,0.993374008,77.11611642,82.26521674,NaN,NaN
1608202800,22655.71,22850,22560,22778.28,22167.81747,22167.81747,22655.71,22850,22560,22778.28,19824.072,31699.44975,20807.5142,21744.83474,61.31333553,701.7288189,640.4154834,-0.03491691,0.949192979,NaN,0.984109889,78.24903872,82.01649697,NaN,NaN
1608206400,22778.28,23213.8,22609,23156.24,22309.02069,22309.02069,22778.28,23213.8,22609,23156.24,25762.192,31625.2537,20899.62109,21873.14431,66.82655391,723.9486758,657.1221219,0.011405565,0.996924241,NaN,0.985518677,81.3296142,81.87149443,NaN,NaN
1608210000,23158.3,23375.07,22637.34,22837.89,22384.57345,22384.57345,23158.3,23375.07,22637.34,22837.89,37210.08,32548.0123,20975.63164,21960.84846,40.47176377,707.7118266,667.2400628,-0.046680218,0.926160465,NaN,0.972840683,72.07077979,81.16097601,NaN,NaN
1608213600,22837.89,23278.96,22737.01,23096.5,22486.27724,22486.27724,22837.89,23278.96,22737.01,23096.5,28012.206,33451.66165,21058.80294,22064.08951,32.25228091,707.5554139,675.303133,-0.051361624,0.906224598,NaN,0.957586223,74.6004228,80.59404611,NaN,NaN
1608217200,23095.13,23404.64,22922.9,23348.36,22609.43192,22609.43192,23095.13,23404.64,22922.9,23348.36,24400.717,34237.54755,21148.5895,22180.84137,35.32625748,719.4609549,684.1346974,-0.022829567,0.925423643,NaN,0.948253209,76.80392504,79.97177921,NaN,NaN
1608220800,23348.36,23687.56,23212.99,23612.01,22752.65736,22752.65736,23348.36,23687.56,23212.99,23612.01,35889.298,35530.8297,21245.19422,22310.94761,45.98950726,741.6215815,695.6320742,0.025137534,0.975785019,NaN,0.950647485,78.87040606,79.39409074,NaN,NaN
1608224400,23612.02,23748,23008.03,23027.2,22791.87774,22791.87774,23612.02,23748,23008.03,23027.2,30853.444,35364.55225,21315.0768,22376.06147,6.599026873,703.8808578,697.2818309,-0.084716226,0.842130601,NaN,0.926846827,65.03122083,78.31776704,NaN,NaN
1608228000,23027.93,23300,22460,23265.72,22859.56949,22859.56949,23027.93,23300,22460,23265.72,51856.568,36419.2544,21391.57261,22456.93951,-9.571291189,685.317717,694.8890081,-0.121360106,0.770957663,NaN,0.89231777,67.53345106,77.39459205,NaN,NaN
1608231600,23265.72,23520,22788.73,22910.74,22866.87956,22866.87956,23265.72,23520,22788.73,22910.74,33404.164,36639.90825,21451.1478,22498.1941,-48.19395513,634.6465642,682.8405194,-0.225934143,0.603438574,NaN,0.829372717,60.58517693,75.66757403,NaN,NaN
1608235200,22910.73,23126.97,22349.97,22815.4,22859.52534,22859.52534,22910.73,23126.97,22349.97,22815.4,38962.477,37730.6351,21504.64789,22527.031,-82.18518861,580.1090336,662.2942222,-0.311822591,0.427597719,NaN,0.73942031,58.83434339,74.1405881,NaN,NaN
1608238800,22815.37,22860.2,22400.1,22806.13,22851.89743,22851.89743,22815.37,22860.2,22400.1,22806.13,21093.996,36978.6089,21555.6864,22552.40364,-105.8115516,530.0297827,635.8413343,-0.36039785,0.268926894,NaN,0.629324743,58.65684825,72.41637386,NaN,NaN
1608242400,22808,23100,22769.07,22974.99,22869.48209,22869.48209,22808,23100,22769.07,22974.99,11919.137,36229.2735,21611.34537,22590.82058,-110.0938752,498.2239903,608.3178655,-0.345624983,0.169995668,NaN,0.515620651,60.96689312,70.65863578,NaN,NaN
1608246000,22974.98,23016.52,22592.43,22816.99,22861.98322,22861.98322,22974.98,23016.52,22592.43,22816.99,18662.046,35089.7068,21658.62555,22611.38144,-122.6357585,455.0231674,577.6589259,-0.355004411,0.037145845,NaN,0.392150256,57.71723738,69.16896243,NaN,NaN
1608249600,22816.99,22860,22475.47,22784.39,22850.89847,22850.89847,22816.99,22860,22475.47,22784.39,15747.879,35343.13085,21702.77318,22627.10949,-131.4148609,413.3903497,544.8052107,-0.351623795,-0.088825302,NaN,0.262798493,57.04165148,67.73507208,NaN,NaN
1608253200,22784.39,23178,22655.52,23015,22874.34155,22874.34155,22784.39,23178,22655.52,23015,21091.456,35165.20525,21754.23305,22662.37226,-120.2783417,394.4572835,514.7356252,-0.287122162,-0.141714383,NaN,0.145407779,60.55864887,66.4714728,NaN,NaN
1608256800,23015,23277.99,22960.32,23033.26,22897.04418,22897.04418,23015,23277.99,22960.32,23033.26,12104.044,34263.59175,21804.39097,22696.08933,-110.5204337,376.5850831,487.1055168,-0.233879369,-0.190857634,NaN,0.043021735,60.83208896,65.00736385,NaN,NaN
1608260400,23036.1,23072.89,22781.77,22833.17,22887.9193,22887.9193,23036.1,23072.89,22781.77,22833.17,11712.415,33576.8124,21844.73525,22708.55121,-115.8208266,342.3294835,458.1503101,-0.234776157,-0.291267057,NaN,-0.0564909,56.23163763,63.87599656,NaN,NaN
1608264000,22832.07,22987.8,22790.02,22892.31,22888.54654,22888.54654,22832.07,22987.8,22790.02,22892.31,8620.5,30866.0162,21885.81661,22725.25655,-113.4741834,316.3075809,429.7817643,-0.217538647,-0.36460472,NaN,-0.147066073,57.26045485,62.63742742,NaN,NaN
1608267600,22892.31,23058,22853.53,22980,22901.61132,22901.61132,22892.31,23058,22853.53,22980,7407.964,24747.3728,21928.72576,22748.41505,-104.376916,299.3106193,403.6875353,-0.183856207,-0.408830545,NaN,-0.224974339,58.80662999,61.35190634,NaN,NaN
1608271200,22980,23194.49,22901.1,23016.51,22918.02542,22918.02542,22980,23194.49,22901.1,23016.51,11382.586,23295.86205,21971.38397,22772.78732,-94.55367398,285.4954428,380.0491168,-0.151826761,-0.442944952,NaN,-0.29111819,59.46415826,59.96574579,NaN,NaN
1608274800,23016.51,23094,22858,23082.01,22941.45179,22941.45179,23016.51,23094,22858,23082.01,11653.442,22887.33055,22014.93793,22800.89847,-82.72477461,276.6431485,359.3679231,-0.118620696,-0.464342967,NaN,-0.345722271,60.67684766,59.65471913,NaN,NaN
1608278400,23084,23330,22964,23147.49,22970.88582,22970.88582,23084,23330,22964,23147.49,18366.586,22517.55025,22059.35174,22832.40679,-70.0715884,271.7784376,341.850026,-0.083629011,-0.471237944,NaN,-0.387608932,61.90384491,59.25260441,NaN,NaN
1608282000,23147.49,23245.11,23044.48,23242.79,23009.72927,23009.72927,23147.49,23245.11,23044.48,23242.79,10542.963,21184.1944,22105.76108,22869.71436,-55.50230604,272.4721435,327.9744495,-0.054904581,-0.473568962,NaN,-0.41866438,63.68011359,59.47367131,NaN,NaN
1608285600,23242.8,23257.48,22949.22,22993.97,23007.47795,23007.47795,23242.8,23257.48,22949.22,22993.97,15305.07,20548.8376,22140.5928,22881.01032,-62.33023107,250.0616607,312.3918918,-0.098618543,-0.5563434,NaN,-0.457724857,56.29924984,59.2925932,NaN,NaN
1608289200,22993.97,22997.44,22738.07,22910,22993.55253,22993.55253,22993.97,22997.44,22738.07,22910,15335.73,20095.58825,22170.76563,22883.64575,-71.54917497,222.955423,294.504598,-0.206424129,-0.728408505,NaN,-0.521984376,54.0235749,58.9616451,NaN,NaN
1608292800,22910,23105.97,22750,22967.98,22989.89931,22989.89931,22910,23105.97,22750,22967.98,14253.693,19013.808,22202.02894,22891.3125,-72.56149848,203.8027249,276.3642234,-0.24523216,-0.842310973,NaN,-0.597078814,55.36516635,58.56152176,NaN,NaN
1608296400,22967.98,22982.49,22546.99,22595.2,22933.51369,22933.51369,22967.98,22982.49,22546.99,22595.2,17356.383,18338.95495,22217.44741,22864.39318,-95.70171819,156.7370757,252.4387939,-0.308534363,-1,NaN,-0.691465637,46.05921655,57.72880599,NaN,NaN
1608300000,22596.34,22692.36,22430,22627.47,22889.79317,22889.79317,22596.34,22692.36,22430,22627.47,22716.378,16881.94545,22233.52673,22842.85471,-105.4307577,120.6503468,226.0811044,-0.228267436,-1,NaN,-0.771732564,46.89140173,57.00378815,NaN,NaN
1608303600,22626.53,22650,22363.94,22563.79,22843.22128,22843.22128,22626.53,22650,22363.94,22563.79,19267.263,16175.1004,22246.47823,22817.48519,-112.1269237,85.92244979,198.0493735,-0.161137607,-1,NaN,-0.838862393,45.40281454,55.92122855,NaN,NaN
1608307200,22563.79,22775,22488,22735.13,22827.77967,22827.77967,22563.79,22775,22488,22735.13,14601.897,14957.0714,22265.64105,22809.99835,-101.3171321,71.40295843,172.7200905,-0.106386779,-1,NaN,-0.893613221,50.0019337,55.14764604,NaN,NaN
